콩설기 (3호점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
삼미당 ,,, 까스 요리, 만원 미만, 무료주차 가능, 11:00 - 21:00
위대한카페 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
엠바웃 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
단아한 베짱이 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
베란다컵케이크 (부평 본점),,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
지로 (부평점),,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
뽀까뽀까 (주안점),,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
모밀애 ,,, 만원 미만, None, None, None
황금게장 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
the숯불닭 ,,,#N/A,#N/A,#N/A,#N/A
끽다점 ,,, 고기 요리, None, None, None
거북곱창 (인천 주안점),,,#N/A,#N/A,#N/A,#N/A
소소비루 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
크레페하우스 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
옛날식김치찌개 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
빽다방 (주안역점),,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
오목골즉석메밀우동 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
백령면옥 (제물포점),,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
가격파괴범 ,,,#N/A,#N/A,#N/A,#N/A
모노에스프레소 ,,, 만원 미만, None, None, None
초밥마루 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
숭의가든 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
한스델리 (인천제물포점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
모미락 ,,, 만원 미만, None, None, None
명품삼계탕 ,,, 만원 미만, None, None, None
크레플 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
신승반점 (본점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
원보 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
만다복 (본점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 11:00 - 23:00
홍두병 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
다다복 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
팟알 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
십리향 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
중국제과담 (1호점),,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
연경 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
신 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
비어펍 ,,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
도네누 (동양공대점),,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
주먹쥔갈매기 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
안주파티 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
빨봉분식 (고척점),,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
리틀하노이 (고척점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 11:00 - 23:00
뺑드미 (본점),,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
김떡비 ,,, 고기 요리, None, None, None
썬더치킨 (고척점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
아로이 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
떡애 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
카페 이유 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
멜로우시티 ,,, 만원 미만, None, None, None
하늘자전거 (소사점),000원,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
차이나텐진 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
또모찌 (소사점),,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
치킨과외것들 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
왕또떡볶이 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
서신분식 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
요거프레소 (서울신학대점),,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
안스베이커리 (간석점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
효재네맛집 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
금강산숯불갈비 ,,, 고기 요리, None, None, None
한우평 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
형제닭집 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
야래향 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
먹돌래식당 ,,, 만원 미만, None, None, None
린 (간석점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 11:00 - 23:00
식객 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
수림공원가든 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
이화찹쌀순대 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
대도닭강정 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
신일반점 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
창영떡집 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
아레나 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
웅이네족발 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
성원식당 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
엘레나가든 (인천숭의점),,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
천영토시살전문 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
신흥정육식당 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
한촌설렁탕 (부천본점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
아뜰리에낭만앵 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
하루동 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
커피상동시장 (상동시장점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
순흥골숯불갈비 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
뿔난쭈꾸미 ,,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
육영맥반석치킨 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
속초생선찜구이 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
치킨678 (부천중동역점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
웜이디자인베이킹 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
초가메밀우동 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
선어락 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
고기사냥 ,,,#N/A,#N/A,#N/A,#N/A
신성관 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
커피유 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
손두부보쌈 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
무수옥 ,,, 만원 미만, None, None, None
삼오곱창 ,,, 까스 요리, 만원 미만, 무료주차 가능, 11:00 - 21:00
Cafe1253 ,,,#N/A,#N/A,#N/A,#N/A
묵은지사랑 ,,, 기타 일식, 만원-2만원, 무료주차 가능, 11:00 - 22:00
이퓨레 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
써이포차나 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
매워도다시한번 ,,, 만원 미만, None, None, None
청아라 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
오마이삼겹살 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
신라삼계탕 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
도봉산양고기 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
민락촌 ,,, 기타 일식, 만원-2만원, 무료주차 가능, 11:00 - 22:00
옹기꽃게장 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
산과산사이커피로드 ,,, 까스 요리, 만원 미만, 무료주차 가능, 11:00 - 21:00
더밸리 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
도봉산갈비 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
영수네감자국 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
인디언소울 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
도봉산 팔뚝집 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
장어가 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
평양면옥 (의정부본점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
더치480 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
사쿠라멘 ,,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
의정생고기 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
젠틀차이나 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
조금느린집 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
프랭크서울 (회룡역점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
워낭소리 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
겐조스시 ,,,#N/A,#N/A,#N/A,#N/A
아세안익스프레스 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
깡통돌곱창 ,,, 고기 요리, None, None, None
신래향 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
평양면옥 (의정부본점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
1978,,, 이탈리안, 만원-2만원, 무료주차 가능, 11:30 - 21:30
매드포갈릭 (의정부점),,, 만원 미만, None, None, None
겐텐 ,,,#N/A,#N/A,#N/A,#N/A
홍대돈부리 (의정부점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
생어거스틴 (신세계백화점 의정부점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
스쿨푸드 (신세계백화점 의정부점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
부야스곱창 (의정부점),,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
예향재 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
착한낙지 (의정부 본점),,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
불만난쭈꾸미 ,,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
굽네치킨 (의정부녹양점),,, 고기 요리, None, None, None
뜨락가든 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
쭈꾸미아저씨 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
유월의아침 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
코리안숯불바베큐 (녹양점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
무한버섯나라 (녹양점),,, 만원 미만, None, None, None
전국5대짬뽕 교동짬뽕 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
막줄래국시 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 11:00 - 23:00
압구정해장국식당 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
김경자소문난대구왕뽈찜 (양주점),,, 고기 요리, None, None, None
김돼지네 ,,, 고기 요리, None, None, None
꺼먹돼지 ,,, 고기 요리, None, None, None
쿠우쿠우 (양주점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
안골 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
초원마차 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
추오정남원추어탕 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
채선당 (덕계점),,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
홍삼오리회전구이 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
김떡배 ,,, 고기 요리, None, None, None
고구려삼계탕 ,,,#N/A,#N/A,#N/A,#N/A
라구 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
뚱가네수제갈비 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
야미앤바베쿡스 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
아리랑갈비 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
꼬치굽는브라더 ,,, 고기 요리, None, None, None
3일소고기국밥지행점 ,,,#N/A,#N/A,#N/A,#N/A
장모님진해장국 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
제리스 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
해물천하조개구이 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
인비토 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
송월관 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
평남면옥 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
처가집부대고기 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
충남칼국수 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
별미칡냉면 ,,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
소요산면옥 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
카페엣 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
카페윙 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
금락일식 ,,, 고기 요리, None, None, None
서가해물찜찜찜 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
신흥숯불갈비 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
소요산신흥 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
유경참나무장작구이 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
가마솥밥집 ,,,#N/A,#N/A,#N/A,#N/A
카페파우스 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
명품한우축산물식당 ,,, 만원 미만, None, None, None
조선곰탕 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
넓은공간 ,,, 고기 요리, None, None, None
다래현 (소요산점),,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
동천골 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
레어그루브 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 11:00 - 23:00
신길동매운짬뽕 (신길본점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
신해림샤브뷔페 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
견블리 ,,,#N/A,#N/A,#N/A,#N/A
함흥냉면명가신면옥 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
토시래 (신길삼거리점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
자연드림 (서울신길점),,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
전봇대곱창 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
신길양꼬치구이 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
생활맥주 (신길삼거리점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
동경통닭 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
영양센터 (청량리점),,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
혜성칼국수 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
서울뼈구이매운족발 (본점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
마카나이 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 11:00 - 23:00
광주식당 ,,, 고기 요리, None, None, None
독 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
할머니냉면집 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
빌리엔젤 (롯데백화점 청량리점),,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
실크로드 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
약초마을 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
송백목감자탕 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
빕스 (대방점),,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
담소 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
라듀레 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
희래등 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
알볼로피자 (신길점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
다채 (대방점),,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
제일숯불갈비 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
코리 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
회기왕족발보쌈 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
경발원 ,,,#N/A,#N/A,#N/A,#N/A
오관스시 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
백수씨심야식당 ,,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
커피컵 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
봉이만두 ,,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
치맥파이브 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
와요 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
배트콩 ,,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
러블티 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 11:00 - 23:00
베트남노상식당 (광운대점),,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
더진국 (광운대점),,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
여우곱창 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
로스2000 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 11:00 - 23:00
스타벅스 (광운대점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
만남곱창 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 11:00 - 23:00
치킨클럽 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
빈대떡신사 ,,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
달또바기 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
오네스토테이블 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
마쯔무라돈까스 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 11:00 - 23:00
하누소 (창동본점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
카페오븐 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
사누끼 ,,, 기타 한식, 만원 미만, 주차공간없음, 10:30 - 22:00
창동짬뽕 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
경복궁 (창동점),,,#N/A,#N/A,#N/A,#N/A
쉐프마인드 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
우동수 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
덩어리 ,,, 기타 양식, 만원-2만원, 무료주차 가능," 월-목: 12:00 - 21:00,금-토: 12:00 - 22:00,일: 12:00 - 유동적"
킴스테이블 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
한촌설렁탕 (천안쌍용점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
삼부자한우정육식당 ,,, 까스 요리, 만원 미만, 무료주차 가능, 11:00 - 21:00
샤브팜 (천안점),,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
강촌유미숯불닭갈비 ,,,#N/A,#N/A,#N/A,#N/A
이현쭈꾸미 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
구이박사 ,,, 고기 요리, None, None, None
재석이네참숯화로구이 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
지진주쌈밥 ,,, 카페 / 디저트, 만원 미만, 주차공간없음," 월-금: 09:30 - 22:00,토: 10:00 - 22:00,일: 10:00 - 19:00"
바다장어마을 ,,, 기타 일식, 만원-2만원, 무료주차 가능, 11:00 - 22:00
탱탱김치제육 ,,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
치르치르 (아산배방점),,, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
꽁당보리밥 ,,, 고기 요리, None, None, None
아산본가민물장어 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
삽교곱창 ,,, 카페 / 디저트, 만원 미만, 무료주차 가능, 12:00 - 22:00
